4;60;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;30;35;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;5;3;8;5;3;9;4;2;4;8;8;5;5;5;3;1;3;9;1;10;2;3;5;4;9;2;8;10;6;4;2;2;6;10;5;3;10;2;7;10;1;5;1;6;3;10;2;8;2;7;5;10;10;10;3;7;3;7;8
9;10;10;9;3;4;4;4;6;7;8;2;1;1;3;1;6;8;9;2;8;8;2;10;6;10;10;3;8;7;8;9;6;10;5;4;2;7;2;6;4;6;5;10;10;3;1;1;7;3;3;3;8;3;3;10;10;9;7;2
9;6;7;1;9;4;1;4;9;2;7;2;6;7;9;10;10;7;4;6;9;6;1;4;10;4;1;10;4;10;7;6;8;6;7;6;7;3;3;4;7;2;6;6;10;2;9;4;3;6;5;7;9;3;8;2;1;7;8;2
6;5;2;10;7;7;3;10;9;2;2;2;9;5;3;3;7;9;2;4;7;8;10;3;6;8;2;6;9;6;2;1;1;7;3;7;3;10;9;5;2;10;3;4;8;8;7;10;4;4;10;8;10;4;10;8;4;10;7;3
0;1;0;0;1;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1
0;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1
1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0
0;1;1;0;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1
0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1
0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0
0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0
0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;1;1;1
1;1;1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1
1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;1
0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;1
1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;1
1;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0
