6;80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;50;55;60;65;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;4;4;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;10;8;1;7;1;8;4;4;6;4;10;8;1;2;9;5;5;2;6;6;4;4;7;7;2;8;8;1;1;6;1;6;3;10;5;8;3;3;6;3;7;4;7;1;1;2;3;10;5;4;7;1;4;6;9;8;9;1;6;3;1;4;4;4;7;1;3;7;1;3;6;3;6;2;10;4;7;2;8
6;9;9;3;3;9;3;10;4;7;9;7;6;4;6;10;7;8;4;4;1;9;8;4;7;10;1;8;6;9;8;8;9;6;6;6;8;5;4;1;9;7;6;8;3;6;7;2;5;5;9;3;8;3;4;5;8;7;2;8;2;7;3;1;7;2;4;7;1;8;10;3;8;1;1;10;10;10;8;10
7;9;8;6;8;5;10;6;1;7;10;2;2;9;7;8;2;2;8;8;5;2;6;7;1;1;1;8;1;5;2;7;8;6;10;10;3;10;4;9;3;10;3;5;9;2;6;7;1;10;3;7;3;5;4;4;3;4;6;5;7;3;7;10;5;5;2;1;8;5;3;6;4;7;8;4;7;8;2;1
8;2;2;5;2;7;7;2;1;5;4;3;7;7;9;4;10;1;9;5;4;4;3;10;8;9;10;6;7;7;9;5;10;7;6;6;5;8;3;10;9;8;10;7;6;4;2;2;5;3;4;1;8;6;1;10;3;5;1;3;6;5;1;5;5;8;1;1;1;10;1;6;3;4;3;6;8;7;1;6
7;1;7;2;6;8;6;10;6;4;5;1;5;8;8;10;5;3;10;6;7;9;2;5;10;6;2;7;10;4;10;4;10;1;9;8;2;7;10;7;6;6;9;3;4;2;1;4;3;2;10;8;7;4;2;6;9;2;5;3;10;4;5;4;7;4;3;2;2;6;4;5;4;10;3;3;8;3;9;8
7;3;3;2;10;9;6;1;3;5;9;8;5;2;10;1;6;7;2;4;9;1;7;9;3;3;3;2;8;4;10;5;10;4;6;5;10;2;5;7;1;3;7;9;8;6;3;3;9;6;1;7;9;2;10;1;6;4;8;9;7;2;6;2;9;7;2;4;5;5;2;8;2;1;5;9;6;4;1;5
0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1
