4;40;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;30;35;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;8;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;4;6;3;3;3;8;7;8;2;6;10;1;10;2;1;9;1;6;4;2;8;6;4;7;8;8;9;7;4;10;4;8;4;4;5;2;4;10;3
7;10;2;5;5;10;7;10;1;5;3;8;7;10;9;2;7;9;3;5;3;10;9;2;3;3;6;4;2;10;9;9;10;10;5;6;9;10;8;4
2;8;2;7;8;2;1;8;3;2;1;7;7;3;2;3;10;4;9;9;1;4;1;7;7;7;1;1;3;5;9;4;1;5;4;10;3;7;6;7
2;4;1;7;6;7;8;8;10;9;2;3;4;4;10;5;3;1;3;1;2;2;9;6;4;9;8;8;2;8;4;9;2;2;10;8;3;1;8;3
0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0
0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1
1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0
0;0;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1
1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1
0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1
0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0
1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0
1;1;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0
