4;40;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;30;35;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;2;10;9;9;1;4;1;7;7;1;6;2;5;3;3;6;7;1;4;1;6;2;2;8;2;9;9;1;6;1;6;4;2;10;6;4;6;8;10
10;10;1;9;7;10;6;8;2;1;9;10;10;2;2;1;6;5;1;1;3;1;8;4;6;7;2;2;6;3;10;7;6;10;9;2;9;5;3;6
5;7;4;6;4;8;4;2;9;4;10;5;2;10;7;9;10;5;4;5;6;9;1;8;3;3;3;6;9;3;2;6;10;1;9;3;5;7;8;5
6;3;1;2;5;10;4;5;10;8;10;1;1;10;2;2;9;6;4;3;7;4;7;4;1;5;2;6;4;4;2;3;10;6;10;10;6;8;4;3
0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1
1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1
1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0
0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0
1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;0;0;0;1;1;0;1;0
1;1;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0
1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;1
0;0;0;1;1;0;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;1
0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1
