6;80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;50;55;60;65;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;7;7;7;7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;5;9;8;7;5;8;4;2;5;1;7;9;8;5;8;7;4;7;9;2;5;3;2;4;8;5;8;5;4;4;4;10;2;4;8;5;7;4;2;4;9;1;6;8;2;4;5;7;1;4;10;5;2;1;9;4;9;3;6;10;1;10;9;3;8;1;5;8;7;3;6;3;9;8;10;4;2;1;5
3;8;6;2;4;5;8;9;10;9;7;3;7;4;8;7;1;6;6;7;10;6;4;2;8;10;9;3;1;10;7;4;1;4;4;5;4;10;4;9;7;7;9;7;10;6;10;7;6;9;4;6;4;3;2;6;6;1;4;1;4;2;3;6;10;8;8;1;7;7;1;9;2;7;5;7;2;4;1;2
9;2;5;2;9;8;4;4;4;9;4;8;5;10;5;10;5;7;8;6;6;2;1;3;7;9;10;8;5;3;5;9;4;1;1;9;5;2;8;6;3;3;4;7;4;3;9;4;10;6;7;4;9;6;6;6;10;1;2;2;7;6;9;4;6;2;8;1;9;9;10;3;10;5;7;2;4;6;2;1
9;10;5;8;5;8;3;10;4;8;8;6;5;5;7;3;4;7;4;4;10;10;2;9;7;6;3;10;3;9;9;2;2;2;9;9;1;9;9;8;5;7;4;5;1;6;2;7;3;6;10;5;10;3;8;10;1;8;3;8;7;6;1;9;2;10;8;2;10;2;1;6;10;3;8;1;9;2;9;3
3;2;9;2;9;4;1;2;4;7;8;5;5;6;2;9;7;5;2;9;2;9;3;10;2;10;4;2;1;6;7;5;2;2;7;5;6;10;4;5;10;6;7;8;6;8;2;4;6;7;4;2;6;5;5;7;3;5;9;1;9;4;6;2;8;3;4;6;9;1;5;7;6;10;1;7;7;10;3;5
8;10;5;8;10;1;1;8;5;9;7;9;2;9;4;6;7;5;1;1;5;10;8;8;8;10;9;8;10;6;7;1;4;8;5;9;7;8;2;2;6;3;1;8;7;5;3;4;5;9;4;1;2;2;8;4;5;9;3;6;6;9;10;10;4;10;10;6;10;7;7;9;6;7;6;6;6;9;8;6
0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
