6;80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;50;55;60;65;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;3;4;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;8;3;9;1;3;7;5;6;2;6;2;6;3;1;4;4;1;9;8;10;3;6;7;1;3;1;2;2;4;4;2;4;7;7;1;8;4;4;10;5;1;4;1;4;5;2;5;2;3;1;5;10;7;1;2;9;4;4;10;10;4;1;1;9;3;8;10;6;3;10;7;4;9;9;3;3;4;7;2
10;8;3;9;6;3;1;5;5;5;2;4;4;10;5;1;6;1;6;5;2;6;5;4;10;3;2;3;4;8;3;5;4;4;4;8;5;5;6;10;3;9;3;1;6;7;2;6;2;1;8;1;5;1;7;1;7;1;1;9;1;7;6;3;8;6;8;7;9;7;5;6;7;1;5;4;10;10;1;9
7;3;10;4;3;6;9;1;3;4;10;7;4;9;8;4;2;7;6;1;1;6;1;9;5;5;9;7;8;9;4;10;1;7;5;8;1;6;8;1;7;9;3;5;4;9;9;3;8;7;4;3;1;2;4;8;3;6;9;3;4;4;9;7;5;6;7;10;5;5;10;7;6;9;1;4;8;8;4;7
9;6;2;3;1;4;1;7;8;7;10;10;10;7;7;3;5;2;3;9;8;9;2;8;1;6;3;8;9;1;10;1;10;9;7;1;4;4;3;6;2;2;10;2;3;8;10;10;10;9;3;1;9;8;6;4;5;6;4;10;5;9;6;1;4;5;6;2;5;2;5;3;9;5;8;4;10;9;2;2
2;1;2;5;8;1;5;10;1;1;7;9;10;9;3;2;1;8;8;6;3;1;3;10;8;2;2;4;6;4;9;7;7;9;7;5;1;1;6;7;6;7;7;8;9;5;6;8;9;5;7;6;5;10;9;1;7;10;8;6;8;7;10;9;1;7;9;7;6;2;10;10;10;2;3;9;7;5;8;10
10;4;6;4;8;8;4;5;2;1;7;3;4;6;2;2;9;5;4;4;4;5;7;5;3;9;10;3;2;8;1;5;9;9;7;5;6;3;7;9;2;5;7;5;1;10;4;1;2;4;3;4;2;1;7;7;4;10;9;5;6;3;9;5;5;9;10;2;1;7;8;1;10;8;2;5;1;9;9;6
1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0
