6;80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;50;55;60;65;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;7;7;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;4;6;8;2;4;6;5;8;1;7;3;4;10;7;8;1;1;6;4;2;10;3;2;6;8;1;1;8;10;4;5;5;2;6;10;9;3;3;1;7;5;8;2;8;9;3;4;4;9;1;7;1;10;7;3;10;7;1;9;7;9;3;4;1;8;1;4;7;10;10;6;6;4;5;1;6;2;5;1
6;10;9;4;6;2;5;4;5;4;5;2;5;8;2;5;6;10;2;7;8;3;8;2;6;10;9;2;2;7;5;3;9;5;2;10;10;10;4;3;8;4;6;1;5;8;4;6;3;6;5;7;9;8;7;6;10;6;9;2;3;9;7;10;7;1;9;5;10;4;1;6;6;3;2;1;8;4;4;9
6;3;2;10;3;2;8;10;7;1;4;1;6;5;8;1;7;10;10;10;7;3;8;10;2;3;10;6;3;7;2;5;1;10;6;10;7;3;5;3;10;7;3;6;1;10;10;4;1;2;8;2;3;6;9;6;8;9;7;6;7;5;6;5;5;1;5;8;9;5;1;6;1;2;9;5;1;3;1;8
9;1;3;2;9;2;9;6;2;3;2;8;3;10;9;4;4;1;4;9;7;6;2;4;3;2;9;1;7;8;10;9;10;9;10;10;3;1;7;2;5;10;10;5;9;5;4;10;6;4;9;2;3;8;7;8;5;2;10;6;8;9;5;9;9;8;7;8;2;4;8;6;8;7;5;2;5;5;6;10
2;5;1;1;7;9;3;3;2;3;8;10;4;3;4;3;5;4;6;6;4;5;9;8;5;10;5;9;1;8;9;4;9;1;3;7;7;8;7;1;10;5;7;8;4;2;7;1;10;10;4;9;1;6;8;1;9;10;3;9;1;10;4;5;9;5;7;1;3;9;2;10;8;1;2;7;8;8;8;10
10;9;6;7;8;9;1;8;7;2;9;3;4;1;4;10;5;9;8;5;8;10;6;10;2;2;10;1;8;6;9;9;6;8;1;1;6;10;4;2;2;4;8;8;9;8;4;1;6;1;1;10;7;1;3;2;1;4;1;1;1;5;8;2;4;4;2;4;2;6;7;10;6;9;7;6;3;2;1;8
0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0
