6;80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;50;55;60;65;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;7;7;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;8;4;7;8;1;1;10;5;8;1;8;10;1;10;6;3;1;8;2;1;8;4;5;8;2;1;2;6;3;3;8;5;8;6;10;8;2;1;3;6;1;10;3;3;5;5;7;8;4;10;10;6;5;10;4;7;8;2;3;1;9;2;10;6;10;7;6;9;5;10;4;7;5;1;10;6;3;9;3
9;9;10;6;3;8;10;7;3;2;1;3;4;5;6;1;10;7;6;7;4;3;7;1;9;4;1;1;1;4;8;2;5;6;8;6;10;3;10;4;7;6;6;9;2;10;9;3;2;5;2;3;10;2;9;8;5;6;1;1;5;7;1;5;2;9;9;8;8;2;10;9;9;2;8;9;1;8;9;6
10;3;8;9;6;7;6;10;2;5;5;6;8;2;1;6;2;2;10;9;2;7;3;1;8;9;6;4;7;10;2;10;10;8;9;10;5;2;6;4;2;7;4;4;9;10;9;5;10;9;2;5;9;10;5;10;1;3;8;1;7;5;10;5;6;6;9;3;5;5;9;5;10;9;6;9;6;1;3;3
2;6;7;9;4;9;7;8;2;10;6;2;7;4;8;6;5;3;5;9;3;4;1;2;6;3;9;5;4;8;6;5;7;2;7;7;7;3;7;10;1;3;4;5;5;8;7;3;7;1;3;1;1;2;10;10;4;1;5;9;5;5;4;8;5;2;4;3;6;3;9;9;4;1;8;10;1;3;7;6
3;2;7;1;4;6;5;3;6;10;10;5;2;1;8;1;5;5;10;2;4;7;1;6;10;4;10;9;3;10;6;1;6;10;10;8;9;8;9;8;2;2;3;10;1;5;8;1;6;7;4;8;4;8;7;7;4;4;3;1;8;2;10;1;3;8;8;10;8;5;9;6;6;10;1;10;3;2;1;3
2;4;9;3;5;10;6;10;5;3;6;2;2;8;3;6;4;5;1;7;6;5;7;2;1;7;8;10;10;6;3;3;7;4;2;6;1;8;2;4;9;9;5;3;6;3;1;6;7;9;3;10;10;8;10;9;1;7;5;2;8;3;4;6;7;1;9;5;8;8;5;10;4;10;8;5;4;9;7;7
0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
