6;80;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;50;55;60;65;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;4;4;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;8;9;9;6;8;4;3;2;5;7;10;5;4;5;6;5;4;3;3;8;4;7;6;6;9;1;3;8;2;5;2;7;9;2;2;5;5;1;10;5;10;9;8;10;6;2;1;4;2;7;8;8;9;7;3;8;1;10;9;7;10;6;5;1;1;2;5;3;8;4;6;4;10;10;1;5;8;1;8
1;10;2;1;2;7;7;10;3;3;5;1;5;10;7;5;4;9;8;8;5;10;6;5;6;3;6;10;5;2;5;4;9;2;4;6;8;10;6;8;4;4;10;10;7;2;6;3;2;10;4;2;5;6;8;1;3;1;1;4;9;9;5;1;1;7;7;9;10;2;10;7;8;10;3;4;5;8;5;3
5;1;8;9;8;2;8;4;5;8;6;10;3;2;9;5;1;10;4;2;9;10;1;3;1;2;8;6;2;1;5;5;1;9;10;9;9;4;2;9;10;2;9;8;1;4;3;7;6;8;4;10;3;6;6;5;6;10;10;10;1;7;4;4;10;3;9;7;3;8;10;8;10;6;6;8;2;5;7;5
7;10;1;5;5;5;3;10;4;1;8;6;6;5;2;4;3;10;2;7;8;5;3;1;2;2;7;4;2;9;10;9;9;8;10;6;8;5;4;8;8;4;9;6;8;4;5;6;9;10;2;3;10;6;8;9;6;1;3;9;1;4;5;9;7;3;2;5;7;7;8;2;1;5;8;3;10;1;9;9
9;1;2;4;6;5;9;2;3;4;3;4;9;1;4;5;6;3;1;5;5;5;7;8;9;5;6;5;10;9;3;10;2;7;10;4;6;2;8;7;8;5;9;2;4;2;6;2;1;6;2;9;3;7;8;8;3;1;8;2;8;5;1;4;2;3;1;4;1;7;6;4;10;4;9;8;4;5;2;4
10;5;2;8;2;4;3;1;9;5;1;6;5;7;1;8;8;1;6;10;6;8;4;4;1;4;2;5;7;1;3;3;2;1;8;7;4;10;2;7;6;2;8;6;3;4;8;10;1;9;9;8;7;2;5;4;8;1;4;7;1;3;4;8;10;7;3;3;8;10;1;1;7;6;5;8;10;4;5;4
0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
