3;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;3;1;9;5;1;10;9;9;8;1;3;8;5;6;6;10;7;3;4
7;1;6;3;8;6;7;9;7;9;3;9;2;10;7;4;10;2;3;8
1;1;3;10;1;4;2;4;4;10;8;2;1;3;2;4;2;4;6;1
0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0
1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0
1;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0
0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0
0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;1;1;0
0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;1;0;1
0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0
1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0
1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0
0;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1
0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
