3;15;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;1;8;10;9;8;3;5;1;10;3;6;5;4;9
1;8;6;2;1;1;6;8;6;6;2;5;3;8;9
4;3;6;8;10;6;5;5;1;6;8;3;9;5;1
0;1;0;0;0;1;0;1;0;0;1;0;1;0;0
0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;1;0;1;1;0;0;0;0;0;1
0;0;0;0;1;0;1;0;1;0;0;0;0;1;0
1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
0;1;0;0;0;0;0;0;0;0;1;1;1;0;1
0;1;1;0;0;0;0;0;1;1;1;1;1;1;0
0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
0;0;0;0;0;0;1;0;1;0;0;1;0;1;0
1;1;0;1;1;1;0;1;0;0;0;0;0;1;0
0;0;1;0;1;0;0;0;1;0;0;0;0;0;1
1;0;0;0;0;1;1;1;0;0;0;0;1;0;0
0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
1;0;1;1;0;0;0;0;0;0;1;1;0;1;1
1;0;0;1;0;1;1;0;0;1;0;0;0;0;0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
1;0;0;1;1;0;0;1;1;0;1;0;0;1;0
0;1;0;1;0;1;0;1;0;0;0;0;0;0;0
