2;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;9;6;1;10;6;1;3;1;9;5;6;2;6;1
9;1;8;6;8;4;8;8;1;8;4;9;5;1;10
0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;1;0;0;1;0;1;0;0;0;0;0;0;1;0
0;0;0;0;0;0;1;1;0;0;1;1;0;0;1
0;0;1;0;0;1;0;0;1;1;0;1;0;0;0
1;0;1;1;0;0;0;1;0;0;1;0;0;0;0
0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
0;0;1;1;0;0;1;0;1;1;0;0;0;0;0
1;0;0;1;0;0;1;0;0;0;0;0;1;0;0
0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;0;1;1;1;0;0;0;0;0;0;1;1
1;1;1;0;1;1;0;0;0;0;1;0;1;0;0
0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
1;0;0;1;0;0;0;1;0;0;0;0;0;1;1
1;0;1;0;0;0;0;0;0;0;0;0;1;1;1
