3;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;3;7;9;8;10;4;2;5;3;10;1;10;1;2;2;1;3;3;9
1;10;6;1;9;1;4;9;7;7;5;10;3;5;2;3;4;6;7;8
6;7;1;3;7;5;10;10;3;5;5;2;7;5;5;8;3;4;5;6
0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0
0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1
1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0
1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;0;0
0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1
0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1
0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0
0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0
0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0
1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1
0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0
0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0
0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1
