3;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;7;8;7;9;6;6;6;7;6;1;6;4;1;3
7;1;7;6;4;6;10;1;7;3;9;1;9;8;10
4;7;4;9;2;7;6;7;2;7;2;6;8;5;10
1;0;0;0;0;0;1;0;0;0;1;1;1;0;0
1;0;1;1;1;0;0;0;0;1;1;0;0;1;0
0;1;1;1;1;1;1;0;1;0;0;0;0;0;0
0;1;1;0;1;0;1;1;0;1;0;0;1;0;1
0;0;0;0;1;1;0;1;1;1;1;0;0;0;1
0;0;0;0;0;1;0;0;1;1;1;0;1;0;0
1;0;0;1;0;1;0;1;0;1;0;1;1;0;0
0;1;1;0;0;1;1;0;0;0;0;1;0;0;1
1;0;0;1;0;1;0;0;1;0;0;0;1;1;0
1;1;0;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;1;1;0;0;1;0;0;0;0
0;0;0;0;0;0;1;1;0;1;1;1;1;1;1
0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
0;1;1;1;0;0;0;1;1;0;0;1;0;0;1
0;0;1;0;0;0;1;1;1;1;0;0;1;1;0
