3;15;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;4;2;8;7;4;10;8;2;8;8;9;3;9;9
4;8;3;4;1;5;7;10;5;4;3;5;9;1;9
2;10;6;4;7;6;6;2;10;4;6;5;3;4;10
1;0;0;1;0;0;1;1;0;0;0;0;1;0;1
0;0;0;0;1;0;1;1;0;0;1;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
1;0;0;0;0;1;0;0;1;1;1;1;1;0;0
0;1;0;0;0;0;0;0;1;1;0;0;1;0;0
0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
0;0;0;1;0;0;0;1;0;0;0;0;0;1;1
0;1;1;1;0;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;1;1;0;0;1;1;1;1
1;0;1;0;0;1;1;0;0;0;0;0;0;0;1
1;1;0;0;0;1;1;0;0;0;1;0;0;0;0
1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
0;0;1;0;1;1;0;1;0;0;0;1;0;1;1
0;0;0;0;0;1;1;0;0;0;0;1;0;0;1
0;0;1;1;0;0;0;0;1;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;0;0;0;0;1;1;0;0;1;0;0;0;1;0
0;1;1;1;0;0;0;1;1;1;1;0;1;0;0
