3;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;1;1;6;10;8;1;7;3;1;1;1;5;9;2
5;2;9;7;4;8;1;1;3;1;4;7;7;8;5
3;8;1;5;6;10;1;9;5;2;8;9;5;4;9
1;0;0;0;1;0;0;1;0;1;1;0;1;0;0
0;1;1;1;0;1;0;0;1;0;1;1;0;1;1
0;0;0;1;0;1;0;1;0;0;0;1;0;0;1
0;0;0;0;0;1;1;1;0;1;0;1;1;0;0
0;1;1;1;1;0;1;0;1;1;0;1;1;1;0
1;0;1;0;0;1;0;0;0;1;1;0;1;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;0;0;1;1;1;0;0;1;0;0;0;0;0;0
1;0;0;1;0;0;0;1;1;0;1;0;0;1;0
0;1;0;0;0;1;1;0;0;0;0;0;1;1;1
0;1;1;0;0;0;0;1;1;1;1;0;0;0;1
1;1;0;0;1;0;0;0;0;0;0;1;0;0;1
0;0;0;0;0;1;1;0;1;1;0;0;0;0;1
1;0;1;0;0;0;1;0;0;0;0;0;1;1;0
0;1;0;1;0;0;1;0;0;1;1;0;0;0;0
