3;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;6;2;6;1;8;10;6;7;2;5;3;1;6;3;7;2;5;10;8
1;2;7;9;7;2;5;10;10;7;7;5;3;7;1;5;9;2;6;9
6;9;10;10;8;6;8;1;10;9;5;4;2;9;5;2;7;3;3;6
0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0
0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0
1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1
1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;1;0;0
1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;0;0;0;1;1
0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0
0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1
0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0
0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;1
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1
0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0
0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0
0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;1
