3;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;9;7;4;5;9;4;3;2;4;2;7;7;4;5;9;10;5;1;1
2;7;2;10;6;2;5;9;3;9;3;7;2;10;6;10;10;1;4;7
7;10;3;2;5;10;5;10;6;2;3;1;5;2;3;6;3;7;1;4
0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1
0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;0;0;0
0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0
0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0
0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0
1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1
0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0
0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;1
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1
1;0;0;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0
1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;1
1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0
1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
