3;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;8;10;2;6;8;4;7;4;7;1;10;8;10;4
1;5;10;2;7;5;2;7;4;7;1;10;9;1;9
3;10;7;2;2;2;8;5;2;6;4;5;3;8;2
0;0;0;1;0;0;1;0;0;1;1;1;0;0;1
0;1;1;0;1;1;0;1;0;0;0;0;0;1;1
1;0;1;1;0;1;0;1;0;0;0;0;1;1;0
0;1;1;0;1;0;0;0;0;1;1;0;0;0;1
0;0;0;1;0;1;0;0;0;0;0;1;0;1;0
0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
1;0;0;1;0;0;0;0;1;0;0;0;0;1;1
0;0;0;0;1;0;1;1;1;1;0;0;1;0;0
0;0;0;1;0;0;1;0;0;0;1;0;1;0;0
1;1;1;0;1;0;0;1;0;1;0;1;1;0;1
0;1;0;0;1;0;0;1;0;0;1;0;1;0;1
0;0;0;0;1;1;1;1;1;0;0;1;0;1;1
1;0;0;1;0;0;1;1;1;1;0;0;0;0;0
1;1;1;0;0;1;0;0;0;0;1;1;1;0;0
1;1;0;0;0;1;1;0;1;0;1;0;0;1;0
