3;15;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;1;8;9;7;7;4;2;3;6;2;3;10;6;1
4;7;4;2;6;10;6;3;6;7;8;7;3;5;6
2;3;2;2;10;6;9;9;6;8;4;1;10;4;4
0;0;0;1;1;0;0;1;1;0;1;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;1;1;1;0;0;0;0;0;0;1;1
1;1;0;1;0;0;1;0;0;1;0;1;0;0;0
1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
0;1;1;0;1;0;0;0;0;0;0;0;1;1;1
1;0;0;0;1;0;0;0;1;1;1;0;0;0;0
0;1;0;0;0;1;1;1;0;0;1;0;0;0;1
0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
1;1;1;1;0;0;0;1;1;0;0;0;0;0;0
0;1;1;0;0;1;0;0;0;1;0;0;1;0;0
1;0;0;1;0;0;0;0;1;1;1;0;1;0;0
1;0;0;0;0;0;0;1;0;1;0;0;0;1;0
1;0;1;0;0;1;0;0;0;0;0;0;1;1;0
0;0;0;1;0;1;0;0;1;1;0;0;0;0;1
0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
0;0;0;0;0;1;1;1;0;0;1;1;1;1;0
