3;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;1;5;10;10;1;6;2;8;8;1;3;7;9;3;4;1;4;9;1
4;8;4;9;7;9;2;1;2;8;3;3;4;5;2;10;3;4;10;3
1;8;2;3;7;4;3;7;10;1;2;4;8;10;4;3;6;7;10;2
0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1
0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0
0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0
1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0
1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0
1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1
1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1
0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1
1;1;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1
0;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0
