3;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;5;8;7;4;9;8;10;1;5;4;3;3;3;9
1;8;3;1;5;6;6;3;1;4;7;8;8;8;1
1;8;6;8;6;5;6;3;3;6;10;10;6;4;4
1;0;0;0;0;1;0;0;0;1;1;0;1;0;1
1;0;1;0;0;0;1;1;1;0;1;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;1;1;1;0;0;0;1;0
0;1;1;1;0;1;0;0;1;1;0;0;0;0;0
0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
1;1;0;1;0;0;1;0;0;0;0;1;1;0;1
0;0;0;1;0;1;1;0;0;1;1;0;0;1;1
0;0;0;0;1;0;0;1;0;0;0;1;0;1;1
0;1;0;0;1;0;1;1;0;0;1;1;1;1;0
0;1;0;1;0;1;0;1;0;0;1;0;0;1;0
1;1;0;1;1;1;0;1;1;0;0;0;1;0;0
0;1;1;0;1;0;0;0;0;0;0;0;0;0;1
1;0;1;0;0;0;0;0;1;1;0;1;1;1;1
1;0;1;1;0;1;1;0;0;1;0;0;0;0;0
