3;20;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;8;4;6;6;8;9;3;5;7;10;9;8;2;4;4;5;5;2;9
7;1;9;2;7;9;9;5;1;8;5;6;4;2;3;2;9;4;6;9
3;5;2;10;4;5;7;6;1;7;3;1;8;5;5;6;2;9;8;8
0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1
0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0
1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0
0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0
1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;0
0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1
0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0
0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0
0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0
1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1
0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0
1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0
0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1;1
