3;15;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;6;1;6;9;2;2;7;9;3;4;7;8;7;9
6;5;7;5;7;6;4;2;5;7;4;7;4;2;4
10;9;7;1;1;5;9;3;3;4;9;8;10;6;10
0;1;0;1;0;0;0;1;0;0;0;1;1;0;0
0;0;1;1;1;0;0;0;1;0;0;1;1;0;0
0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
0;1;1;1;0;0;0;0;0;0;0;1;1;1;0
0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;1;0;0;1;1;1;0;0;1
0;1;0;0;0;1;1;0;0;0;1;0;1;0;1
0;1;1;0;0;0;0;0;0;1;1;0;1;1;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
0;0;1;1;0;1;1;1;1;0;0;1;0;0;0
1;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;1;0;0;1;1;0;0;0;1;0;0;0;0;0
0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
1;0;0;1;0;0;0;1;1;0;0;0;0;1;0
0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
1;0;0;0;0;1;0;1;0;0;1;0;0;0;1
1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
