3;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;2;4;6;6;5;8;6;9;3;3;3;10;3;9
4;4;2;3;3;3;2;8;5;3;9;3;4;8;4
5;2;6;2;1;2;2;6;4;4;10;1;2;8;10
0;1;1;1;0;0;0;1;0;0;1;1;0;0;1
1;0;0;0;1;0;0;1;0;0;1;1;1;0;1
1;0;1;0;0;0;1;0;0;0;0;0;1;0;1
0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
1;0;1;0;0;0;1;0;1;1;0;1;1;0;0
0;1;0;0;1;1;0;0;0;0;0;0;1;1;1
1;0;1;1;0;1;0;1;0;0;0;1;0;1;0
0;0;0;1;0;0;0;0;0;0;0;1;1;1;0
0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;0;0;0;1;0;0;1;1;1;0;0;0;0
1;0;1;0;1;1;1;0;0;0;1;0;0;0;0
1;0;0;0;0;0;0;1;0;1;1;0;0;1;0
0;0;1;1;1;0;1;0;1;0;1;0;1;0;1
1;1;0;1;1;1;1;1;0;1;0;0;0;1;1
0;1;0;0;1;0;1;0;1;0;1;1;0;1;0
