3;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;9;5;8;10;2;2;10;7;1;8;1;5;1;5
6;7;7;8;1;5;6;7;5;6;9;9;2;4;8
4;2;10;10;2;3;9;6;3;1;1;4;7;6;1
1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;0;0;1;0;0;0;1;1;0;0;1;1;0;1
1;1;0;0;1;1;1;0;1;1;0;0;0;0;0
0;1;0;1;0;0;0;0;1;1;0;1;1;0;1
0;1;0;1;0;0;0;1;0;0;1;1;0;1;1
0;1;1;0;0;1;1;1;0;0;0;0;0;1;0
0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
1;0;1;0;1;0;0;1;1;0;0;0;1;1;0
1;0;0;0;0;1;0;1;1;1;1;0;0;0;0
0;0;1;1;0;1;1;1;0;0;0;0;0;0;1
0;1;1;0;1;0;0;0;1;0;1;1;0;1;1
0;1;1;0;1;0;1;0;0;0;1;1;0;0;0
0;0;1;0;0;0;0;1;0;0;1;1;1;1;0
1;0;0;1;0;1;1;0;1;0;0;0;0;0;0
