3;20;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;10;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;1;4;6;4;3;3;2;8;4;9;3;2;6;5;7;4;7;9;9
2;6;4;6;10;3;2;8;7;10;10;1;1;1;6;3;2;4;2;1
5;6;6;8;1;9;3;2;7;4;3;3;8;10;1;9;6;2;1;8
1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1
0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0
0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0
1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0
0;1;1;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0
0;0;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1
1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1
1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
0;1;0;0;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0
0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1
0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0
0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1
0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0
1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;1;0;1;1;1
1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;0
